title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
Massey Sahib,Drama,hi,1986-04-29,0.0,['Pradip Krishen'],['Pradip Krishen'],1h 58m,"['adam sahib', 'type', 'india', 'risen', 'massey', 'implacable', 'travelling', 'save', 'central', 'raj', 'tribal', 'sahibs', 'machinery', 'central india', 'unsmiling', 'massey sahib', 'world', 'english', 'height', 'salesman', 'room', 'realistic', 'deputy', 'believes', 'real', 'dizzying', 'limits', 'spirit', 'acknowledges', 'hand', 'commissioner', 'town', 'serves', 'man', 'step', 'indians', 'cut', 'fails', 'francis', 'bitter', 'birth', 'end', 'babu', '1929', 'francis massey', 'adam', 'sahib', 'speak', 'different', 'christian', 'road', 'small', 'office', 'district', 'white', 'improvises', 'entertainer', 'foreman', 'free', 'lowly']",['Drama'],"['neutral', 'serious', 'emotional']"
Swati,Romance,hi,1986-05-02,0.0,"['Kranthi Kumar', 'Rahi Masoom Reza']",['Kranthi Kumar'],2h 31m,"['adjust', 'matchmaking', 'embarks', 'daughter', 'falls', 'political', 'project', 'strong', 'rapists', 'single', 'male', 'force', 'wedding', 'young', 'significant', 'activist', 'grown', 'widower', 'married', 'considerable', 'domination', 'meets', 'teasers', 'deals', 'swati', 'woman', 'mother', 'nurse', 'reality', 'independent', 'blames', 'acts', 'counsellor', 'presence', 'articulate', 'rights', 'raises', 'victim', 'eve', 'society', 'engineers', 'sharda', 'huge', 'helps', 'women', 'takes', 'transformation', 'love', 'friend', 'husband', 'advocate', 'raped']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Mera Dharam,"Action, Thriller",hi,1986-05-02,9.0,['Vinay Shukla'],['Bapu'],unknown,"['fight', 'death', 'fall', 'thakur', 'years later', 'leads', 'love', 'clans', 'creates', 'years', 'durga', 'families', 'opposing', 'sehgal', 'jai', 'rivalry']","['Action', 'Thriller']","['uplifting', 'tense', 'dark']"
Kala Dhanda Goray Log,"Drama, Family",hi,1986-05-19,4.5,"['Sanjay Khan', 'Rahi Masoom Reza', 'Laxmikant Sharma']",['Sanjay Khan'],2h 38m,"['wife', 'murder', 'daughter', 'find', 'jethia', 'gourishankar', 'shangrila', 'charge', 'kingpin', 'dared', 'evil', 'sudarshan kumar', 'son', 'theft', 'mission', 'kills', 'kidnaps', 'shock', 'defy', 'organisation', 'customs', 'life', 'implicate', 'organization', 'false', 'revenge', 'called', 'dies', 'sudarshan', 'honest', 'smugglers', 'cocaine', 'officer', 'kumar', 'eyewitness']","['Drama', 'Family']","['tense', 'serious', 'neutral']"
Kirayadar,"Comedy, Drama",hi,1986-05-19,5.0,"['Mayah Balse', 'Basu Chatterjee', 'Keka Chatterjee']",['Basu Chatterjee'],2h 26m,"['refuse', 'laxmi', 'india', 'live', 'high', 'daughter', 'find', 'roof', 'vacate', 'flat', 'rs.500/-', 'circumstances', 'scores', 'based', 'people', 'kundanlal', 'laxmi abhyankar', 'dad', '15 years ago', 'son', 'rents', 'lucky', 'hill', 'paying', 'lucknow', 'accommodations', 'migrate', 'jaya', 'pali hill', 'years', 'bombay', 'kundanlal choudhury', 'manage', 'mrs.', 'area', 'comes', 'pay', 'rented', 'tenants', 'pali', 'choudhury', 'anil', 'wants', 'employed', 'employment', 'abhyankar', 'abhyankars', 'seek']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Karamdaata,"Drama, Romance",hi,1986-05-20,10.0,"['Anwar Khan', 'Sardar Talukdar']",['Shashilal K. Nair'],unknown,"['rich', 'neeta', 'daughter', 'falls', 'afraid', 'wanted', 'desperate', 'seperate', 'shadows', 'claim', 'raise', 'young', 'bahadur', 'govinda', 'taxi', 'elopes', 'rai bahadur', 'pinky', 'man', 'grows', 'plight', 'commits', 'money', 'father', 'revealed', 'driver', 'rai', 'suicide', 'tries', 'abandoning', 'arms', 'love', 'grandaughter', 'return', 'little', ""rai bahadur's"", 'misfortune']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Love and God,"Drama, Romance",hi,1986-05-27,0.0,['Wajahat Mirza'],['K. Asif'],unknown,"['story', 'lovers', 'shows', 'pine', 'basra', 'yemen', 'permitted', 'childhood', 'sweethearts', 'based', 'fathers', 'majnu', 'let', 'married', 'version', 'laila', 'inseparable', 'enemies', 'emir', 'sworn', 'separated', 'fated', 'love', 'want']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Aakhree Raasta,"Crime, Action, Drama",hi,1986-06-02,6.583,"['Bhagyaraj', 'G.M. Kumar', 'Rahi Masoom Reza']",['Bhagyaraj'],2h 44m,"['confessional', 'vowed', 'war', 'prison', 'advance', 'find', 'penitentiary', 'circumstances', 'prominent', 'finds', 'priest', 'church', 'framed', 'released', 'pardon', 'son', 'devastated', 'tells', 'old', 'men', 'crime', 'twenty-four years', 'continues', 'town', 'bootlegger', 'criminal', 'bring', 'years', 'booth', 'custodian', 'citizens', 'seeks', 'cop', 'prevail', 'revenge', 'walks', 'meeting', 'prisoner', 'david', 'kill', 'worst', 'protect', 'friend', 'committed', 'believed', 'sent', 'seek', 'god']","['Crime', 'Action', 'Drama']","['tense', 'serious', 'dark']"
Genesis,Drama,hi,1986-06-02,5.7,"['Samaresh Basu', 'Mohit Chatterjee', 'Mrinal Sen']",['Mrinal Sen'],unknown,"['refuse', 'tale', 'fall', 'straightforward', 'itinerant', 'story', 'taken', 'source', 'village', 'shabana', 'events', 'focuses', 'rise', 'simple', 'weaver', 'local', 'textiles', 'puri', 'cleans', 'long', 'cooks', 'one day', 'woman', 'contention', 'naseeruddin shah', 'food', 'men', 'human', 'arrives', 'm.k.', 'grows', 'raina', 'creates', 'lonely', 'offered', 'barter', 'scene', 'm.k. raina', 'day', 'lords', 'farmer', 'observing', 'workers', 'frightened', 'civilization', 'characters', 'water', 'beginning', 'naseeruddin', 'shah', 'trader', 'azmi', 'work', 'uses', 'sidelines', 'decaying']",['Drama'],"['neutral', 'serious', 'emotional']"
Peechha Karro,"Comedy, Thriller",hi,1986-06-17,0.0,['Rajesh Majumdar'],['Pankaj Parashar'],1h 54m,"['defense', 'farooque shaikh', 'kandha raam (rajendranath', 'hari', 'hari giridhara', 'weapon', 'daughter', 'disguises', 'secret', 'satish', 'believe', 'baswani', 'haridhara', 'roma', 'leaking', 'alliance', 'farooque', 'ravi baswani', 'use', 'detectives', 'brigadier', 'know', 'son', 'ensues', 'secrets', 'rajendranath', 'ravi', 'giridhara', 'enemy', 'goes', 'countries', 'shaikh', 'amjad khan', 'giri haridhara', 'khan', 'amjad', 'vijay', 'father', 'fix', 'mortician', 'kandha', 'meet', 'love', 'giri', 'spy', 'complete', 'shah', 'raam', 'come', 'bumbling', 'blackmail', 'hilarity']","['Comedy', 'Thriller']","['tense', 'suspenseful', 'dark']"
Muddat,"Action, Drama",hi,1986-06-20,10.0,"['Kader Khan', 'Gopalakrishna Paruchuri', 'Paruchuri Venkateswara Rao']",['K. Bapaiah'],2h 15m,"['consults', 'clues', 'murder', 'culprit', 'deeper', 'singer', 'plot', 'favorite', 'pradha', 'ravi', 'determined', 'conspiracy', 'loyal', 'real', 'crime', 'jaya', 'accused', 'friends', 'bharti', 'clear', 'relatives', 'uncover', 'performer', 'close', 'searches', 'realizes', 'lead', 'great', 'discovers', 'fan', 'jaya pradha', 'suspected']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Janbaaz,"Action, Romance, Crime",hi,1986-06-20,5.6,"['Madan Joshi', 'K.K. Shukla']",['Feroz Khan'],2h 55m,"['rana vikram singh', 'experience', 'succumbed', 'amar', 'police', 'playboy', 'sons', 'gone', 'rana', 'losing', 'fight', 'rajesh', 'menace', 'addiction', 'loving', 'girl', 'traumatic', 'vikram', 'singh', 'drug', 'vows', 'officer', 'loved']","['Action', 'Romance', 'Crime']","['uplifting', 'tense', 'dark']"
Amrit,"Drama, Family",hi,1986-06-27,0.0,"['Mohan Kumar', 'V.K. Sharma']",['Mohan Kumar'],2h 17m,"['family', 'connecting', 'patil', 'suffering', 'widower', 'acted', 'drama', 'families', 'realizing', 'khanna', 'elderly', 'widow', 'abuse', 'retired']","['Drama', 'Family']","['thought-provoking', 'serious', 'neutral']"
Kismetwala,"Action, Drama",hi,1986-07-01,0.0,"['Harbans Darshan M. Arora', 'Mithun Chakraborty', 'Prem Chopra']",['S.D. Narang'],1h 30m,"['asha', 'loves', 'decieved', 'baldev singh', 'years', 'comes', 'avenge', 'pregnant', 'baldev', 'singh']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Zindagani,"Action, Drama",hi,1986-07-03,0.0,['Faiz Saleem'],['Prabhat Roy'],2h 11m,"['arrest', 'looking', 'woman', 'mother', 'unaware', 'father', 'anand', 'killed']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Pyar Kiya Hai Pyar Karenge,"Drama, Romance",hi,1986-07-03,10.0,"['Anil Kapoor', 'Padmini Kolhapure', 'Anita Raj']",['Vijay Reddy'],unknown,"['happy', 'hiding', 'speak', 'married', 'usha', 'years later', 'love', 'lives', 'years', 'truth', 'separated', 'anand', 'reality', 'meet']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Ghar Sansar,"Drama, Family, Comedy",hi,1986-07-11,5.0,"['Gyandev Agnihotri', 'Kader Khan', 'Ravi']",['K. Bapaiah'],unknown,"['rich', 'masquerade', 'left', 'price', 'place', 'events', 'comical', 'attempts', 'kader khan', 'wealthy', 'series', 'real', 'hilarious', 'enemies', 'man', 'switch', 'khan', 'tycoon', 'number', 'turn', 'beggar', 'handed', 'girdharilal', 'kader', 'takes', 'abducted', 'asks', 'pretend', 'agrees']","['Drama', 'Family', 'Comedy']","['serious', 'neutral', 'lighthearted']"
Nasihat,Drama,hi,1986-07-25,5.0,['Kader Khan'],['Aravind Sen'],2h 19m,"['business', 'taking', 'mohanlal', 'employee', 'takes', 'dispute', 'ratanlal', 'daughter', 'ruining', 'lives', 'ends', 'advantage']",['Drama'],"['neutral', 'serious', 'emotional']"
Azaadi Ki Ore,"Documentary, Comedy",hi,1986-08-01,8.0,['P.S. Prakash'],['P.S. Prakash'],unknown,"['pair', 'human', 'monkeys', 'handler', 'decide', 'break', 'ill', 'treats', 'free']","['Documentary', 'Comedy']","['neutral', 'lighthearted', 'funny']"
Teesra Kinara,Romance,hi,1986-08-08,0.0,"['Raj Babbar', 'Smita Patil', 'Anita Raj']",['Krishnakant'],unknown,"['family', 'wife', 'popularity', 'leaves', 'learns', 'woman', 'poet', 'independent', 'success']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Karma,"Action, Adventure, Drama, Thriller",hi,1986-08-08,7.25,"['Sachin Bhowmick', 'Subhash Ghai', 'Kader Khan']",['Subhash Ghai'],3h 13m,"['lodged', 'trains', 'daughter', 'baiju thakur', 'khairuddin kisti', 'dada thakur', 'numbers', 'police', 'khairuddin', 'death', 'slaughter', 'including', 'sons', 'leader', 'law', 'hunters', 'blast', 'baiju', 'dr.', 'dang', 'michael dang', 'family', 'vishwa', 'disciplined', 'terrorist', 'killing', 'kisti', 'group', 'row', 'vishwa pratap singh', 'avenge', 'johnny', 'end', 'inmates', 'pso', 'singh', 'escaping', 'huge', 'sets', 'gang', 'thakur', 'enlists', 'senior', 'international', 'dada', 'fugitive', 'arrests', 'michael', 'calls', 'process', 'inspector', 'jail', 'determined', 'pratap']","['Action', 'Adventure', 'Drama', 'Thriller']","['tense', 'serious', 'dark']"
Pyar Ke Do Pal,"Action, Drama",hi,1986-08-15,7.333,"['Javed Siddiqui', 'Jyoti Swaroop', 'Zaheer D. Lari']",['Rajiv Mehra'],unknown,"['unite', 'accuses', 'camp', 'children', 'secret', 'order', 'danger', 'death', 'married', 'realizing', 'allowed', 'rajni', 'blames', 'unfaithful', 'decide', 'custody', 'scout', 'geeta choudhary', 'sunil', 'parent', 'abortion', 'choudhary', 'geeta', 'drives', 'meet', 'assist', 'close', 'thakur', 'exposing', 'ashok', 'parents', 'anil', 'leaked', 'child', 'friend', 'twins', 'house', 'husband']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Allah Rakha,"Action, Drama",hi,1986-08-22,3.0,"['Sohel Don', 'Prayag Raj', 'K.K. Shukla']",['Ketan Desai'],2h 40m,"['maker', 'result', 'car', 'blame', 'cash', 'prison', 'wife', 'left', 'destitute', 'gangster', 'inspector', 'court', 'police', 'pending', 'finds', 'afford', 'attached', 'accident', 'pace', 'fulfill', 'named', 'son', 'razia', 'islamic', 'sum', 'lucky', 'karim khan', 'police inspector anwar', 'anwar', '786', 'trial', 'lets', 'undergoes', 'unable', 'karim', 'holds', 'khan', 'imprisoned', 'promise', 'number', 'faith', 'surgery', 'driver', 'iqbal', 'born', 'compromise', 'makes', 'arrests', 'asks', 'employed', 'need', 'heart', 'hefty', 'don', 'considered', 'tiny', 'complains']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Ek Chadar Maili Si,Drama,hi,1986-08-28,7.5,"['Rajinder Singh Bedi', 'Madan Joshi', 'Phani Majumdar']",['Sukhwant Dhadda'],2h 13m,"['rani', 'crises', 'curses', 'death', 'law', 'trilok', 'insecurity', 'mother', 'family', 'social', 'brother', 'worsens', 'gets', 'arrest', 'recover', 'trouble', 'feed', 'mangal', 'time', 'husband']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Anokha Rishta,"Drama, Romance",hi,1986-08-29,4.5,"['Rahi Masoom Reza', 'P. Padmarajan']",['I.V. Sasi'],unknown,"['business', 'affairs', 'rich', 'sponsorship', 'corresponded', 'education', 'nuns', 'studies', 'drawn', 'force', 'laving', 'bob', 'brown', 'mary', 'talented', 'bachelor', 'run', 'dreams', 'inmate', 'old', 'sponsored', 'college', 'met', 'shambles', 'orphanage', 'man', 'philanthropist', 'sponsor', 'robert', 'father', 'mysterious', 'good', 'passes', 'confirmed', 'helm', 'mr.', 'robert brown', 'agrees', 'continue']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Samundar,"Crime, Adventure, Romance",hi,1986-09-03,7.083,"['Nadira Babbar', 'H.M. Mirza']",['Rahul Rawail'],unknown,"['girija', 'shankar', 'nath', 'murder', 'police', 'frames', 'surajbhan', 'dad', 'hardcore', 'like', 'locate', 'son', 'raiszada', 'ajit', 'material', 'hansukh', 'narsingh', 'raiszada narsingh', 'kills', 'rajeshwar', 'documents', 'criminal', 'killing', 'grows', 'years later', 'years', 'prove', 'willing', 'girija shankar', 'rajeshwar nath', 'henchman', 'learns', 'honest', 'provide', 'calls', 'officer', 'avenge']","['Crime', 'Adventure', 'Romance']","['neutral', 'uplifting', 'heartwarming']"
Mazloom,"Action, Crime, Drama",hi,1986-09-19,0.0,"['S.M. Abbas', 'S.H. Bihari']",['C.P. Dixit'],unknown,"['baby', 'abort', 'prevails', 'find', 'engineer', 'chief', 'meena', 'keeps', 'assaulted', 'stranger', 'dad', 'boy', 'married', 'returning', 'grow', 'woman', 'mother', 'things', 'care', 'boys', 'train', 'killed', 'kills', 'family', 'aman', 'gives', 'arrested', 'years later', 'shock', 'late', 'rajan', 'years', 'purnima', 'vijay', 'birth', 'end', 'complicated', 'rivalry', 'falling', 'gets', 'member', 'siblings', 'love', 'sweetheart', 'parents', 'extent', 'child', 'ends', 'getting']","['Action', 'Crime', 'Drama']","['uplifting', 'tense', 'serious']"
Naam,"Crime, Drama",hi,1986-09-29,6.75,['Salim Khan'],['Mahesh Bhatt'],2h 57m,"['underworld', 'raises', 'sons', 'criminal', 'india', 'leaves', 'biological', 'dubai', 'child', 'work', 'unbeknownst', 'finds', 'widow']","['Crime', 'Drama']","['neutral', 'serious', 'emotional']"
Ek Aur Sikander,"Action, Drama",hi,1986-10-01,9.25,"['Mithun Chakraborty', 'Anita Raj', 'Rakesh Roshan']",['Bhaskar Shetty'],2h 19m,"['local', 'revenge', 'sets', 'justice', 'bring', 'killed', 'sher', 'khan', 'boga', 'inspector', 'sher khan', 'exact', 'mother', 'sikander', 'mission', 'thug']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Sheesha,Drama,hi,1986-10-03,8.5,"['Basu Chatterjee', 'Shanker', 'Yogesh']",['Basu Chatterjee'],unknown,"['fall', 'maneesha', 'couple', 'colleague', 'files', 'married', 'rape', 'love', 'wed', 'attempted', 'case', 'things', 'dinesh', 'poonam', 'complicated']",['Drama'],"['serious', 'neutral', 'uplifting']"
Dahleez,"Drama, Action, Romance",hi,1986-10-06,1.0,"['Satish Bhatnagar', 'Parkash Chopra', 'Rahi Masoom Reza']",['Ravi Chopra'],2h 41m,"['stars', 'indian bollywood', 'b.r.', 'raj', 'ravi chopra', 'jackie', 'smita patil', 'chopra', 'babbar', '1986', 'patil', 'film', 'jackie shroff', 'ravi', 'shroff', 'raj babbar', 'directed', 'roles', 'b.r. chopra', 'produced', 'smita', 'pivotal', 'meenakshi sheshadri', 'dahleez', 'sheshadri', 'bollywood', 'indian', 'meenakshi']","['Drama', 'Action', 'Romance']","['uplifting', 'tense', 'serious']"
Nagina,"Romance, Fantasy, Action, Horror, Mystery",hi,1986-10-15,7.184,"['Jagmohan Kapoor', 'Ravi Kapoor', 'Achala Nagar']",['Harmesh Malhotra'],2h 17m,"['rich', 'boy', 'serpent', 'cursed', 'girl', 'turns', 'marries']","['Romance', 'Fantasy', 'Action', 'Horror', 'Mystery']","['exciting', 'scary', 'tense']"
Asli Naqli,"Action, Drama",hi,1986-10-17,9.5,['K.C. Bokadia'],['Sudarshan Nag'],2h 8m,"['scheme', 'help', 'laxmi', 'wife', 'lot', 'efforts', 'relative', 'birju', 'price', 'clue', 'local', 'early', 'durjan', 'wealth', 'knowing', 'locate', 'leaves', 'son', 'hires', 'narayan', 'laxmi narayan', 'welcomes', 'age', 'seth laxmi narayan', 'devised', 'lost', 'seth', 'mrs.', 'money', 'separated', 'singh', 'thug', 'agenda', 'accepts', 'neck', 'passes', 'locket', 'pose', 'makes', 'asks', 'durjan singh', 'hefty', 'little', 'evil', 'agrees']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Dosti Dhushmani,"Action, Drama",hi,1986-10-31,8.167,"['Govardhan Asrani', 'Bhanupriya', 'Poonam Dhillon']",['Rama Rao Tatineni'],unknown,"['1986', 'movie', 'hindi']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Ek Pal,Drama,hi,1986-11-01,0.0,"['Maitreyi Devi', 'Gulzar', 'Kalpana Lajmi']",['Kalpana Lajmi'],2h 15m,"['extramarital', 'maitreyi', 'assam', 'story', 'assamese', 'debut', 'emphasis', 'based', 'composer', 'exotic', 'music', 'affair', 'singer', 'kalpana', 'films', 'lajmi', 'fine', 'set', 'tells', 'contributes', 'hazarika', 'compositions', 'gardens', 'maitreyi devi', 'directorial', 'short', 'regional', 'locales', 'famous', 'tea', 'mandatory', 'folk', 'devi', 'overcoming', 'kalpana lajmi’s']",['Drama'],"['neutral', 'serious', 'emotional']"
Insaaf Ki Awaaz,"Action, Drama",hi,1986-11-14,7.2,"['Rekha', 'Anil Kapoor', 'Richa Sharma']",['D. Rama Naidu'],unknown,"['rani', 'shekhar', 'daughter', 'factory', 'chandra', 'police', 'people', 'resign', 'heard', 'wicked', 'game', 'kailashnath', 'like', 'mahendranath', 'ravi', 'men', 'killed', 'cry', 'works', 'man', 'play', 'jhansi', 'brother', 'cat', 'mouse', 'revenge', 'justice', 'loves', 'cries', 'officer', 'jhansi rani', 'honest', ""jhansi rani's"", 'succeed', 'husband', 'chandra shekhar']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Main Balwaan,Action,hi,1986-11-28,0.0,"['Dharmendra', 'Mithun Chakraborty', 'Meenakshi Sheshadri']",['Mukul Anand'],2h 10m,"['death', 'follows', 'path', 'leave', 'criminal', 'righteous', 'son', 'tony', 'anil', 'inspector', 'brother', 'geeta', 'marries']",['Action'],"['dark', 'neutral', 'exciting']"
Jeeva,"Music, Thriller, Action",hi,1986-12-06,4.0,"['P.D. Mehra', 'Vinay Shukla']",['Raj N. Sippy'],2h 3m,"['revolves', 'local', 'lender', 'plot', 'dushant singh', 'ally', 'fight', 'cunning', 'killing', 'money', 'lala & his', 'lala', 'singh', 'revenge', 'thakur', 'parents', 'jeevan', 'inspector', ""jeevan thakur's"", 'dushant']","['Music', 'Thriller', 'Action']","['tense', 'suspenseful', 'neutral']"
Tahkhana,Horror,hi,1986-12-11,5.167,"['J.K. Ahuja', 'Kafil Azar', 'Arjun Ramsay']","['Shyam Ramsay', 'Tulsi Ramsay']",1h 57m,"['fall', 'raghuvir', 'buried', 'attempt', 'estate', 'magic', 'sapna', 'dying', 'magical', 'powers', 'thakur surjeet singh', 'boyfriend', 'disowning', 'bequeaths', 'daughters', 'dungeon', 'use', 'locate', 'son', 'face', '20 years later', 'swears', 'abduction', 'realizing', 'treasure', 'pieces', 'men', 'killed', 'family', 'indulges', 'arranges', 'rescue', 'unable', 'indestructible', 'prey', 'years', 'manage', 'surjeet', 'betrayal', 'entire', 'vijay', 'aarti', 'release', 'singh', 'entity', 'dhurjan', 'imprison', 'black', 'location', 'thakur', 'neck', 'apprehend', 'locket', 'sapna and aarti', 'joined', 'sheep', 'mangal', 'ageless', 'unearth', 'reveal', 'informs', 'usurp']",['Horror'],"['scary', 'dark', 'neutral']"
Avinash,"Action, Crime, Drama",hi,1986-12-12,0.0,"['Ravi Kapoor', 'Mohan Kaul', 'Anand Kaushal']",['Umesh Mehra'],unknown,"['drops', 'telling', 'sapna', 'tortures', 'avinash', 'came', 'stage', 'captures', 'assaulted', 'claims', 'anand', 'shot', 'saved', 'drunkard', 'removing', 'activities', 'nisha', 'singer', 'performing', 'runs', 'film', 'dancer', 'kept', 'mother', 'motive', 'believes', 'tells', 'fiance', 'drum', 'killed', 'sumit', 'terrorist', 'man', 'killing', 'head', 'friends', 'bullet', 'life', 'enters', 'handed', 'brother', 'manages', 'chasing', 'mysterious', 'alka', 'saves', 'memory', 'looses', 'women', 'escape', 'dies', 'dr anand', 'explosion', 'tortured', 'club', 'husband', 'loved', 'pratap']","['Action', 'Crime', 'Drama']","['tense', 'serious', 'dark']"
Car Thief,Action,hi,1986-12-31,0.0,['Sayed Sultan'],['Sameer Malkan'],unknown,"['america', 'car', 'thief', 'indian', 'film']",['Action'],"['dark', 'neutral', 'exciting']"
Khazana,"Action, Crime, Drama, Thriller",hi,1987-01-01,0.0,"['Ravi Kapoor', 'Rahi Masoom Reza']",['Harmesh Malhotra'],unknown,"['middle', 'hospitalized', 'nanavati hospital', 'nanavati', 'robbing', 'informed', 'finds', 'lifestyle', 'jeweler', 'doctor', 'widower', 'lives', 'one day', 'chances', 'recovery', 'goes', 'arrested', 'rajkumar', 'bombay', 'garage', 'shantidas', 'father', 'classed', 'visit', 'hospital', 'day', 'good', 'mechanic', 'informs']","['Action', 'Crime', 'Drama', 'Thriller']","['tense', 'serious', 'dark']"
